Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
127	127	127	119	32385	255	0	255	255	255	1.488	33.748	0	19.554	10.434	19.754	1.488	33.748	0	0	0	0	4	76	0
1164	1164	1164	972	296820	255	0	255	255	255	273.589	3.069	0	148.015	75.473	147.514	273.589	3.069	0	12	0	0	573	11	0
13173	13173	13173	8569	3359115	255	0	255	255	255	807.092	622.726	0	709.656	122.796	705.449	807.132	622.672	0	3	7	0	1479	1098	0
201	201	201	48	51255	255	0	255	255	255	30.527	38.169	0	7.559	0.815	7.520	30.527	38.169	0	23	31	0	16	15	0
20	20	20	12	5100	255	0	255	255	255	269.500	46.500	0	2.084	0.414	2.121	269.500	46.500	0	267	45	0	6	4	0
401	401	401	86	102255	255	0	255	255	255	613.668	56.294	0	11.903	4.492	11.868	613.669	56.294	0	595	49	0	38	15	0
104	104	104	36	26520	255	0	255	255	255	219.096	55.231	0	5.564	1.930	5.993	219.096	55.231	0	212	50	0	15	12	0
155	155	155	45	39525	255	0	255	255	255	339.748	56.432	0	6.862	2.052	6.695	339.748	56.432	0	332	51	0	18	14	0
229	229	229	50	58395	255	0	255	255	255	485.092	60.201	0	8.078	1.127	8.283	485.092	60.201	0	478	51	0	15	20	0
183	183	183	48	46665	255	0	255	255	255	416.317	59.175	0	7.238	1.181	7.285	416.317	59.175	0	408	52	0	18	15	0
475	475	475	79	121125	255	0	255	255	255	372.499	65.497	0	12.142	2.764	12.590	372.500	65.497	0	358	54	0	32	25	0
126	126	126	39	32130	255	0	255	255	255	193.825	63.770	0	5.928	1.783	6.423	193.825	63.770	0	188	56	0	13	16	0
54	54	54	26	13770	255	0	255	255	255	534.778	61.981	0	3.751	1.038	4.006	534.778	61.981	0	531	57	0	8	10	0
15	15	15	10	3825	255	0	255	255	255	314.667	59.267	0	1.767	0.307	1.793	314.667	59.267	0	313	58	0	5	4	0
35	35	35	22	8925	255	0	255	255	255	559.543	59.600	0	3.365	1.405	3.220	559.543	59.600	0	553	58	0	12	5	0
100	100	100	35	25500	255	0	255	255	255	509.940	65.100	0	5.274	1.707	5.544	509.940	65.100	0	503	61	0	15	9	0
368	368	368	67	93840	255	0	255	255	255	450.609	73.120	0	10.379	1.473	10.696	450.610	73.120	0	440	64	0	24	21	0
238	238	238	59	60690	255	0	255	255	255	572.992	70.529	0	8.815	3.181	8.819	572.992	70.529	0	560	64	0	27	14	0
73	73	73	28	18615	255	0	255	255	255	200.849	75.767	0	4.569	1.407	4.645	200.849	75.767	0	196	69	0	10	13	0
118	118	118	34	30090	255	0	255	255	255	252.983	74.822	0	5.713	0.978	5.707	252.983	74.822	0	246	70	0	15	11	0
65	65	65	32	16575	255	0	255	255	255	157.846	77.338	0	3.908	1.219	3.950	157.846	77.338	0	153	72	0	11	12	0
513	513	513	82	130815	255	0	255	255	255	297.018	89.470	0	12.550	2.168	11.912	297.018	89.470	0	287	73	0	23	33	0
106	106	106	46	27030	255	0	255	255	255	531.208	76.858	0	6.582	2.902	6.328	531.208	76.858	0	523	73	0	22	8	0
117	117	117	35	29835	255	0	255	255	255	481.915	80.872	0	5.837	1.441	6.224	481.915	80.872	0	476	74	0	13	15	0
83	83	83	29	21165	255	0	255	255	255	420.036	81.759	0	4.694	1.157	4.889	420.036	81.759	0	414	78	0	13	9	0
706	706	706	118	180030	255	0	255	255	255	354.700	93.703	0	16.425	7.086	16.929	354.701	93.703	0	328	79	0	51	30	0
371	371	371	90	94605	255	0	255	255	255	71.555	90.730	0	10.530	3.131	10.477	71.555	90.730	0	56	80	0	30	23	0
