"","sample.name","start.day","end.day","new.cells","did.it.migrate","asymp","midp","sca","sample","start.sum","model.start.sum","model.end.sum","pop.growth","perc.clust","tsqrt","tsqrtnorm","cells","asymptote","midpoint","scale","Subsample"
"1","26B.1.4",32,33,1.06859076044187,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00117925395282133,1.00415490365808,0.00539964505632952,1.0726981325078,909.0273,13.3691,3.2372,1
"2","26B.1.4",32,33,3.18142067649663,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00351088840296057,1.07501325384866,0.00578067186694651,3.18581788592446,909.0273,13.3691,3.2372,1
"3","26B.1.4",32,33,3.19599032208563,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00352696688013636,1.07532029117883,0.00578232289966658,3.20038878741187,909.0273,13.3691,3.2372,1
"4","26B.1.4",32,33,2.44885218277369,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00270245516180291,1.05757252761743,0.005686887799538,2.45317805305706,909.0273,13.3691,3.2372,1
"5","26B.1.4",32,33,1.35480926741873,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00149511323049609,1.01916003470282,0.00548033219072499,1.35897801612672,909.0273,13.3691,3.2372,1
"6","26B.1.4",32,33,1.49731138703579,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00165237286071631,1.02555039909584,0.00551469511558569,1.50150627474296,909.0273,13.3691,3.2372,1
"7","26B.1.4",32,33,35.1584125673568,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.0387994155759259,1.24918519551758,0.00671724715065803,35.1635222056791,909.0273,13.3691,3.2372,1
"8","26B.1.4",32,33,6.79610518602591,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00749990941442975,1.12723964824466,0.00606150900799213,6.80071602109323,909.0273,13.3691,3.2372,1
"9","26B.1.4",32,33,1.3023604374521,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00143723280297543,1.01664820848434,0.00546682534036399,1.30651891184404,909.0273,13.3691,3.2372,1
"10","26B.1.4",32,33,2.01954151774459,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00222868511112928,1.0449085891989,0.00561878996699627,2.02381558774623,909.0273,13.3691,3.2372,1
"11","26B.1.4",32,33,1.55689316281285,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00171812492146982,1.02805458829025,0.00552816089935515,1.56109829359776,909.0273,13.3691,3.2372,1
"12","26B.1.4",32,33,1.23103127121084,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00135851679273529,1.01307551219587,0.00544761387031936,1.23517513192826,909.0273,13.3691,3.2372,1
"13","26B.1.4",32,33,1.53042611417456,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00168891694692837,1.02695348485245,0.00552223993266688,1.53462674103136,909.0273,13.3691,3.2372,1
"14","26B.1.4",32,33,1.35727328753183,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00149783242437813,1.01927578404239,0.00548095460998209,1.36144250969825,909.0273,13.3691,3.2372,1
"15","26B.1.4",32,33,1.08843360408904,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00120115172011671,1.00531027493119,0.00540585783760495,1.09254570205899,909.0273,13.3691,3.2372,1
"16","26B.1.4",32,33,29.1247532791397,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.0321409109088399,1.23457190893375,0.0066386670826111,29.1298031436115,909.0273,13.3691,3.2372,1
"17","26B.1.4",32,33,1.23091087818671,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00135838393181711,1.01306931958225,0.00544758057076029,1.235054713574,909.0273,13.3691,3.2372,1
"18","26B.1.4",32,33,1.55856256045253,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00171996720182475,1.02812345018792,0.00552853119063588,1.56276797290856,909.0273,13.3691,3.2372,1
"19","26B.1.4",32,33,1.24875703852158,"Yes",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00137807823940112,1.01398112739942,0.00545248363756238,1.25290460354655,909.0273,13.3691,3.2372,1
"20","26B.1.4",32,33,24.1196240700021,"Yes",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.0266174508315542,1.22010767325822,0.00656088850644278,24.1246147702978,909.0273,13.3691,3.2372,1
"21","26B.1.4",32,33,1.50866179557846,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00166489871685842,1.0260345692043,0.00551729864490474,1.51285866372388,909.0273,13.3691,3.2372,1
"22","26B.1.4",32,33,1.24654119616867,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.0013756329245526,1.01386858082125,0.00545187844052335,1.2506883008357,909.0273,13.3691,3.2372,1
"23","26B.1.4",32,33,12.0158074885416,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.013260163761236,1.16811220077779,0.00628129310247904,12.0205855077555,909.0273,13.3691,3.2372,1
"24","26B.1.4",32,33,1.69121013013078,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00186635174553028,1.03338546378681,0.00555682663152061,1.69543706620592,909.0273,13.3691,3.2372,1
"25","26B.1.4",32,33,1.56648981604193,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00172871540350765,1.02844950500881,0.00553028448616358,1.57069656218509,909.0273,13.3691,3.2372,1
