"","sample.name","start.day","end.day","new.cells","did.it.migrate","asymp","midp","sca","sample","start.sum","model.start.sum","model.end.sum","pop.growth","perc.clust","tsqrt","tsqrtnorm","cells","asymptote","midpoint","scale","Subsample"
"1","26B.1.4",30,31,100.084055886692,"No",909.0273,13.3691,3.2372,"26B.1.4",903.719985427005,903.719985427005,905.124361107141,1.40437568013567,0.110746755079675,10.0042019115316,0.111055407954927,100.240019400771,909.0273,13.3691,3.2372,2
"2","26B.1.4",30,31,105.358551069681,"No",909.0273,13.3691,3.2372,"26B.1.4",903.719985427005,903.719985427005,905.124361107141,1.40437568013567,0.116583181481705,10.2644313563724,0.113944182833147,105.518571508945,909.0273,13.3691,3.2372,2
"3","26B.1.4",30,31,105.358551069681,"No",909.0273,13.3691,3.2372,"26B.1.4",903.719985427005,903.719985427005,905.124361107141,1.40437568013567,0.116583181481705,10.2644313563724,0.113944182833147,105.518571508945,909.0273,13.3691,3.2372,2
"4","26B.1.4",30,31,94.1728172865346,"No",909.0273,13.3691,3.2372,"26B.1.4",903.719985427005,903.719985427005,905.124361107141,1.40437568013567,0.104205748246276,9.70426799333853,0.107725878629249,94.3241048906027,909.0273,13.3691,3.2372,2
"5","26B.1.4",30,31,110.190032199803,"No",909.0273,13.3691,3.2372,"26B.1.4",903.719985427005,903.719985427005,905.124361107141,1.40437568013567,0.121929396247376,10.4971440020513,0.11652749712755,110.353680582836,909.0273,13.3691,3.2372,2
"6","26B.1.4",30,31,100.084055886692,"No",909.0273,13.3691,3.2372,"26B.1.4",903.719985427005,903.719985427005,905.124361107141,1.40437568013567,0.110746755079675,10.0042019115316,0.111055407954927,100.240019400771,909.0273,13.3691,3.2372,2
"7","26B.1.4",30,31,110.190032199803,"No",909.0273,13.3691,3.2372,"26B.1.4",903.719985427005,903.719985427005,905.124361107141,1.40437568013567,0.121929396247376,10.4971440020513,0.11652749712755,110.353680582836,909.0273,13.3691,3.2372,2
"8","26B.1.4",30,31,100.084055886692,"No",909.0273,13.3691,3.2372,"26B.1.4",903.719985427005,903.719985427005,905.124361107141,1.40437568013567,0.110746755079675,10.0042019115316,0.111055407954927,100.240019400771,909.0273,13.3691,3.2372,2
"9","26B.1.4",30,31,78.1978339414279,"No",909.0273,13.3691,3.2372,"26B.1.4",903.719985427005,903.719985427005,905.124361107141,1.40437568013567,0.0865288310565353,8.84295391492164,0.098164537584577,78.3356938306634,909.0273,13.3691,3.2372,2
"10","26B.10.4",30,31,72.5175082815848,"No",1028.765,14.221,7.089,"26B.10.4",928.508067639607,928.508067639607,940.567635167091,12.0595675274848,0.078101107366718,8.51572124259506,0.0747818301658697,73.419344812299,1028.765,14.221,7.089,2
"11","26B.10.4",30,31,67.5585492811131,"No",1028.765,14.221,7.089,"26B.10.4",928.508067639607,928.508067639607,940.567635167091,12.0595675274848,0.0727603255541506,8.21940078601312,0.0721796564418234,68.4290047220839,1028.765,14.221,7.089,2
"12","26B.10.4",30,31,67.5585492811131,"No",1028.765,14.221,7.089,"26B.10.4",928.508067639607,928.508067639607,940.567635167091,12.0595675274848,0.0727603255541506,8.21940078601312,0.0721796564418234,68.4290047220839,1028.765,14.221,7.089,2
"13","26B.10.4",30,31,72.5175082815848,"No",1028.765,14.221,7.089,"26B.10.4",928.508067639607,928.508067639607,940.567635167091,12.0595675274848,0.078101107366718,8.51572124259506,0.0747818301658697,73.419344812299,1028.765,14.221,7.089,2
"14","26B.10.4",30,31,61.9774029955493,"No",1028.765,14.221,7.089,"26B.10.4",928.508067639607,928.508067639607,940.567635167091,12.0595675274848,0.0667494501723655,7.87257283202571,0.0691339450554372,62.8111284743868,1028.765,14.221,7.089,2
"15","26B.10.4",30,31,72.5175082815848,"No",1028.765,14.221,7.089,"26B.10.4",928.508067639607,928.508067639607,940.567635167091,12.0595675274848,0.078101107366718,8.51572124259506,0.0747818301658697,73.419344812299,1028.765,14.221,7.089,2
"16","26B.10.4",30,31,67.5585492811131,"No",1028.765,14.221,7.089,"26B.10.4",928.508067639607,928.508067639607,940.567635167091,12.0595675274848,0.0727603255541506,8.21940078601312,0.0721796564418234,68.4290047220839,1028.765,14.221,7.089,2
"17","26B.10.4",30,31,72.5175082815848,"No",1028.765,14.221,7.089,"26B.10.4",928.508067639607,928.508067639607,940.567635167091,12.0595675274848,0.078101107366718,8.51572124259506,0.0747818301658697,73.419344812299,1028.765,14.221,7.089,2
"18","26B.10.4",30,31,72.5175082815848,"No",1028.765,14.221,7.089,"26B.10.4",928.508067639607,928.508067639607,940.567635167091,12.0595675274848,0.078101107366718,8.51572124259506,0.0747818301658697,73.419344812299,1028.765,14.221,7.089,2
"19","26B.10.4",30,31,67.5585492811131,"No",1028.765,14.221,7.089,"26B.10.4",928.508067639607,928.508067639607,940.567635167091,12.0595675274848,0.0727603255541506,8.21940078601312,0.0721796564418234,68.4290047220839,1028.765,14.221,7.089,2
"20","26B.10.4",30,31,55.3834589435227,"No",1028.765,14.221,7.089,"26B.10.4",928.508067639607,928.508067639607,940.567635167091,12.0595675274848,0.0596477950744305,7.44200637889559,0.0653528739686991,56.1715863402634,1028.765,14.221,7.089,2
"21","26B.10.4",30,31,55.3834589435227,"No",1028.765,14.221,7.089,"26B.10.4",928.508067639607,928.508067639607,940.567635167091,12.0595675274848,0.0596477950744305,7.44200637889559,0.0653528739686991,56.1715863402634,1028.765,14.221,7.089,2
