rownum,X,X.1,Surface..pixel.2.,clustersize,name,Sample,Subsample,initial subsample sum,initial cells,initial sample sum,initial sample day,initial average sum,rounded initial cells average,final clustersize,final sum,final cells.1,final cells.2,final cells.3,final sum day,cluster percentage,Exp.growth.1,Exp.growth.2,Exp.growth.3,d4.1,d7.1,d9.1,d11.1,d14.1,d16.1,d18.1,d21.1,d25.1,d29.1,d31.1,d33.1,d4.2,d7.2,d9.2,d11.2,d14.2,d16.2,d18.2,d21.2,d25.2,d29.2,d31.2,d33.2,d4.3,d7.3,d9.3,d11.3,d14.3,d16.3,d18.3,d21.3,d25.3,d29.3,d31.3,d33.3,D.4.A,D.7.A,D.9.A,D.11.A,D.14.A,D.16.A,D.18.A,D.21.A,D.25.A,D.29.A,D.31.A,D.33.A,D.4.B,D.7.B,D.9.B,D.11.B,D.14.B,D.16.B,D.18.B,D.21.B,D.25.B,D.29.B,D.31.B,D.33.B,D.4.C,D.7.C,D.9.C,D.11.C,D.14.C,D.16.C,D.18.C,D.21.C,D.25.C,D.29.C,D.31.C,D.33.C,Sample2,SampleAbbrev,D.4.lm,D.7.lm,D.9.lm,D.11.lm,D.14.lm,D.16.lm,D.18.lm,D.21.lm,D.25.lm,D.29.lm,D.31.lm,D.33.lm,d4gm,d7gm,d9gm,d11gm,d14gm,d16gm,d18gm,d21gm,d25gm,d29gm,d31gm,rgm4,rgm7,rgm9,rgm11,rgm14,rgm16,rgm18,rgm21,rgm25,rgm29,rgm31,D.4.N,D.7.N,D.9.N,D.11.N,D.14.N,D.16.N,D.18.N,D.21.N,D.25.N,D.29.N,D.31.N
42753,17,17,191,1.91,Movie-6433-Image Export-249merge.txt,26B.3.4,2,4362,44,12726,4,4242,42,214.1957447,21419.57447,563,552,214,31,0.043787254,0.094410741,0.093679941,0.058584681,44,58.40618872,70.54447321,85.20540047,113.1027886,136.6084111,164.999097,219.0220091,319.5185032,466.1270083,563,680.0056515,44,58.27827938,70.28717431,84.77063711,112.2792471,135.4156488,163.3195663,216.3178025,314.6523565,457.6881989,552,665.7458084,44,52.45437144,58.97496535,66.30613318,79.04651224,88.87277061,99.92052948,119.1197402,150.5759985,190.3389925,214,240.6023033,1.926639156,2.557446595,3.088948735,3.730910474,4.952460484,5.981707136,7.224857297,9.590372246,13.99083771,20.4104215,24.65222375,29.77557988,1.926639156,2.551845796,3.077682323,3.711873381,4.916399862,5.929479349,7.151315258,9.471962467,13.77776251,20.04090921,24.17056396,29.15118052,1.926639156,2.296832862,2.582351761,2.903363466,3.461229674,3.891494541,4.37524556,5.215926266,6.593309427,8.334421726,9.37047226,10.53531406,26B.3.4,3,5.063776937,10.48021641,14.09117607,17.70213572,23.11857519,26.72953485,30.3404945,35.75693398,42.97885328,50.20077258,53.81173223,57.42269188,4138.939935,6880.693372,25458.82907,16135.46956,10226.44746,37356.68184,35346.37515,16467.30819,59285.51422,49777.63569,61516.97937,0.149038296,0.149038296,0.654171587,-0.228021337,-0.152014225,0.64776727,-0.027657974,-0.254606251,0.320246976,-0.043699799,0.105873712,1.812328124,3.012866653,11.14772204,7.065278968,4.477880479,16.35746499,15.47720691,7.210581992,25.95949843,21.79625955,26.93659574
42754,18,18,304,3.04,Movie-6433-Image Export-249merge.txt,26B.3.4,2,4362,44,12726,4,4242,42,214.1957447,21419.57447,563,552,214,31,0.069692801,0.094410741,0.093679941,0.058584681,44,58.40618872,70.54447321,85.20540047,113.1027886,136.6084111,164.999097,219.0220091,319.5185032,466.1270083,563,680.0056515,44,58.27827938,70.28717431,84.77063711,112.2792471,135.4156488,163.3195663,216.3178025,314.6523565,457.6881989,552,665.7458084,44,52.45437144,58.97496535,66.30613318,79.04651224,88.87277061,99.92052948,119.1197402,150.5759985,190.3389925,214,240.6023033,3.066483265,4.070490915,4.916441966,5.938203059,7.882450194,9.520622877,11.49924931,15.2642574,22.26813961,32.48569705,39.23704723,47.39149887,3.066483265,4.061576555,4.898510085,5.907903182,7.825055277,9.437495926,11.38219811,15.07579366,21.92900421,31.89757278,38.47042641,46.39769046,3.066483265,3.655692095,4.110130552,4.621060176,5.508972884,6.193792358,6.963741624,8.301788403,10.49406317,13.26525762,14.91425951,16.76824856,26B.3.4,3,8.059624026,16.68055387,22.42784044,28.17512701,36.79605685,42.54334342,48.29062999,56.91155983,68.40613297,79.9007061,85.64799266,91.39527923,4138.939935,6880.693372,25458.82907,16135.46956,10226.44746,37356.68184,35346.37515,16467.30819,59285.51422,49777.63569,61516.97937,0.149038296,0.149038296,0.654171587,-0.228021337,-0.152014225,0.64776727,-0.027657974,-0.254606251,0.320246976,-0.043699799,0.105873712,2.884543192,4.795347972,17.7429712,11.24526077,7.127097726,26.03491811,24.63387906,11.47652841,41.31773573,34.69142881,42.8729063
42755,1,1,319,3.19,Movie-6435-Image Export-250merge.txt,26B.3.4,3,3071,31,12726,4,4242,42,552.1854839,55218.54839,563,552,214,31,0.103874959,0.107381201,0.106650402,0.071555141,31,42.7825713,53.03187823,65.73658439,90.721939,112.4559529,139.3967267,192.3790452,295.5956351,454.1907329,563,697.8764141,31,42.68887762,52.83845353,65.40116131,90.06136037,111.4740717,137.9778032,190.0037922,291.0938247,445.968019,552,683.2418178,31,38.42286126,44.33448914,51.15566262,63.4047396,73.16000545,84.41618768,104.6294022,139.3021296,185.4649161,214,246.9254075,3.220123738,4.444037853,5.508684193,6.828385028,9.423737721,11.68135753,14.47982931,19.98336548,30.70498457,47.1790439,58.48160208,72.49188411,3.220123738,4.434305426,5.48859221,6.793542969,9.355120143,11.57936466,14.3324387,19.73663618,30.2373592,46.32490982,57.33897753,70.97171602,3.220123738,3.99117315,4.605243255,5.313792372,6.586164745,7.599492589,8.768728059,10.86837489,14.47000304,19.26516061,22.22924129,25.64936666,26B.3.4,3,12.01261967,24.86184826,33.42800065,41.99415304,54.84338163,63.40953403,71.97568642,84.82491501,101.9572198,119.0895246,127.655677,136.2218294,4138.939935,6880.693372,25458.82907,16135.46956,10226.44746,37356.68184,35346.37515,16467.30819,59285.51422,49777.63569,61516.97937,0.265772439,0.265772439,0.654171587,-0.228021337,-0.152014225,0.64776727,-0.027657974,-0.254606251,0.320246976,-0.043699799,0.105873712,4.299322173,7.14731744,26.44534833,16.76071244,10.62271814,38.80423805,36.7160328,17.10540968,61.58280377,51.70649881,63.90073728
42756,2,2,11,0.11,Movie-6435-Image Export-250merge.txt,26B.3.4,3,3071,31,12726,4,4242,42,552.1854839,55218.54839,563,552,214,31,0.003581895,0.107381201,0.106650402,0.071555141,31,42.7825713,53.03187823,65.73658439,90.721939,112.4559529,139.3967267,192.3790452,295.5956351,454.1907329,563,697.8764141,31,42.68887762,52.83845353,65.40116131,90.06136037,111.4740717,137.9778032,190.0037922,291.0938247,445.968019,552,683.2418178,31,38.42286126,44.33448914,51.15566262,63.4047396,73.16000545,84.41618768,104.6294022,139.3021296,185.4649161,214,246.9254075,0.11103875,0.153242685,0.189954627,0.235461553,0.324956473,0.402805432,0.499304459,0.689081568,1.058792571,1.626863583,2.016606968,2.499720142,0.11103875,0.152907084,0.1892618,0.234260102,0.32259035,0.399288437,0.494222024,0.680573661,1.042667558,1.597410684,1.977206122,2.447300552,0.11103875,0.13762666,0.158801492,0.18323422,0.227109129,0.262051469,0.302369933,0.374771548,0.498965622,0.664315883,0.766525562,0.884460919,26B.3.4,3,0.414228264,0.857305112,1.152689678,1.448074243,1.891151091,2.186535656,2.481920221,2.924997069,3.5157662,4.106535331,4.401919896,4.697304461,4138.939935,6880.693372,25458.82907,16135.46956,10226.44746,37356.68184,35346.37515,16467.30819,59285.51422,49777.63569,61516.97937,0.265772439,0.265772439,0.654171587,-0.228021337,-0.152014225,0.64776727,-0.027657974,-0.254606251,0.320246976,-0.043699799,0.105873712,0.148252489,0.246459222,0.911908563,0.577955601,0.366300625,1.338077174,1.266070097,0.589841713,2.123544958,1.782982718,2.203473699
42757,3,3,12,0.12,Movie-6435-Image Export-250merge.txt,26B.3.4,3,3071,31,12726,4,4242,42,552.1854839,55218.54839,563,552,214,31,0.003907522,0.107381201,0.106650402,0.071555141,31,42.7825713,53.03187823,65.73658439,90.721939,112.4559529,139.3967267,192.3790452,295.5956351,454.1907329,563,697.8764141,31,42.68887762,52.83845353,65.40116131,90.06136037,111.4740717,137.9778032,190.0037922,291.0938247,445.968019,552,683.2418178,31,38.42286126,44.33448914,51.15566262,63.4047396,73.16000545,84.41618768,104.6294022,139.3021296,185.4649161,214,246.9254075,0.121133181,0.167173838,0.20722323,0.256867148,0.354497971,0.439424108,0.544695774,0.751725347,1.155046441,1.774760272,2.199934875,2.726967427,0.121133181,0.166807728,0.206467419,0.255556475,0.351916745,0.435587385,0.539151299,0.742443994,1.137455518,1.742629837,2.156952133,2.669782421,0.121133181,0.150138175,0.173237991,0.199891876,0.247755414,0.285874329,0.329858109,0.408841689,0.544326133,0.724708236,0.836209704,0.964866457,26B.3.4,3,0.451885379,0.935241941,1.257479648,1.579717356,2.063073917,2.385311625,2.707549332,3.190905894,3.835381309,4.479856724,4.802094432,5.124332139,4138.939935,6880.693372,25458.82907,16135.46956,10226.44746,37356.68184,35346.37515,16467.30819,59285.51422,49777.63569,61516.97937,0.265772439,0.265772439,0.654171587,-0.228021337,-0.152014225,0.64776727,-0.027657974,-0.254606251,0.320246976,-0.043699799,0.105873712,0.161729988,0.268864606,0.994809342,0.63049702,0.399600682,1.459720554,1.381167378,0.643463687,2.316594499,1.945072056,2.40378949
42758,4,4,91,0.91,Movie-6435-Image Export-250merge.txt,26B.3.4,3,3071,31,12726,4,4242,42,552.1854839,55218.54839,563,552,214,31,0.029632042,0.107381201,0.106650402,0.071555141,31,42.7825713,53.03187823,65.73658439,90.721939,112.4559529,139.3967267,192.3790452,295.5956351,454.1907329,563,697.8764141,31,42.68887762,52.83845353,65.40116131,90.06136037,111.4740717,137.9778032,190.0037922,291.0938247,445.968019,552,683.2418178,31,38.42286126,44.33448914,51.15566262,63.4047396,73.16000545,84.41618768,104.6294022,139.3021296,185.4649161,214,246.9254075,0.918593292,1.267734936,1.571442826,1.947909209,2.688276278,3.332299483,4.130609616,5.700583884,8.759102181,13.45859873,16.68283947,20.67950299,0.918593292,1.264958601,1.565711257,1.937969938,2.668701984,3.303204339,4.088564017,5.630200289,8.625704348,13.21494293,16.35688701,20.24585002,0.918593292,1.138547826,1.31372143,1.515846727,1.878811887,2.167880331,2.501423992,3.100382806,4.127806509,5.495704125,6.34125692,7.316903968,26B.3.4,3,3.42679746,7.092251384,9.535887333,11.97952328,15.64497721,18.08861316,20.5322491,24.19770303,29.08497493,33.97224683,36.41588277,38.85951872,4138.939935,6880.693372,25458.82907,16135.46956,10226.44746,37356.68184,35346.37515,16467.30819,59285.51422,49777.63569,61516.97937,0.265772439,0.265772439,0.654171587,-0.228021337,-0.152014225,0.64776727,-0.027657974,-0.254606251,0.320246976,-0.043699799,0.105873712,1.226452407,2.038889928,7.543970841,4.781269065,3.030305174,11.06954753,10.47385262,4.879599627,17.56750828,14.75012975,18.22873697
42759,5,5,133,1.33,Movie-6435-Image Export-250merge.txt,26B.3.4,3,3071,31,12726,4,4242,42,552.1854839,55218.54839,563,552,214,31,0.043308369,0.107381201,0.106650402,0.071555141,31,42.7825713,53.03187823,65.73658439,90.721939,112.4559529,139.3967267,192.3790452,295.5956351,454.1907329,563,697.8764141,31,42.68887762,52.83845353,65.40116131,90.06136037,111.4740717,137.9778032,190.0037922,291.0938247,445.968019,552,683.2418178,31,38.42286126,44.33448914,51.15566262,63.4047396,73.16000545,84.41618768,104.6294022,139.3021296,185.4649161,214,246.9254075,1.342559427,1.852843368,2.296724131,2.846944228,3.929019175,4.87028386,6.037044823,8.3316226,12.80176473,19.67025968,24.38261153,30.22388898,1.342559427,1.848785648,2.288347222,2.832417601,3.900410593,4.827760188,5.975593563,8.228754269,12.60679866,19.31414736,23.90621947,29.5900885,1.342559427,1.664031439,1.920054398,2.215468293,2.745955834,3.168440484,3.655927372,4.531328717,6.032947975,8.032182952,9.267990882,10.69393657,26B.3.4,3,5.008396288,10.36559818,13.9370661,17.50853403,22.86573592,26.43720384,30.00867177,35.36587366,42.50880951,49.65174536,53.22321329,56.79468121,4138.939935,6880.693372,25458.82907,16135.46956,10226.44746,37356.68184,35346.37515,16467.30819,59285.51422,49777.63569,61516.97937,0.265772439,0.265772439,0.654171587,-0.228021337,-0.152014225,0.64776727,-0.027657974,-0.254606251,0.320246976,-0.043699799,0.105873712,1.792507364,2.979916049,11.02580354,6.988008633,4.428907562,16.17856947,15.30793844,7.131722532,25.67558903,21.55788195,26.64200018
42760,6,6,11,0.11,Movie-6435-Image Export-250merge.txt,26B.3.4,3,3071,31,12726,4,4242,42,552.1854839,55218.54839,563,552,214,31,0.003581895,0.107381201,0.106650402,0.071555141,31,42.7825713,53.03187823,65.73658439,90.721939,112.4559529,139.3967267,192.3790452,295.5956351,454.1907329,563,697.8764141,31,42.68887762,52.83845353,65.40116131,90.06136037,111.4740717,137.9778032,190.0037922,291.0938247,445.968019,552,683.2418178,31,38.42286126,44.33448914,51.15566262,63.4047396,73.16000545,84.41618768,104.6294022,139.3021296,185.4649161,214,246.9254075,0.11103875,0.153242685,0.189954627,0.235461553,0.324956473,0.402805432,0.499304459,0.689081568,1.058792571,1.626863583,2.016606968,2.499720142,0.11103875,0.152907084,0.1892618,0.234260102,0.32259035,0.399288437,0.494222024,0.680573661,1.042667558,1.597410684,1.977206122,2.447300552,0.11103875,0.13762666,0.158801492,0.18323422,0.227109129,0.262051469,0.302369933,0.374771548,0.498965622,0.664315883,0.766525562,0.884460919,26B.3.4,3,0.414228264,0.857305112,1.152689678,1.448074243,1.891151091,2.186535656,2.481920221,2.924997069,3.5157662,4.106535331,4.401919896,4.697304461,4138.939935,6880.693372,25458.82907,16135.46956,10226.44746,37356.68184,35346.37515,16467.30819,59285.51422,49777.63569,61516.97937,0.265772439,0.265772439,0.654171587,-0.228021337,-0.152014225,0.64776727,-0.027657974,-0.254606251,0.320246976,-0.043699799,0.105873712,0.148252489,0.246459222,0.911908563,0.577955601,0.366300625,1.338077174,1.266070097,0.589841713,2.123544958,1.782982718,2.203473699
42761,7,7,78,0.78,Movie-6435-Image Export-250merge.txt,26B.3.4,3,3071,31,12726,4,4242,42,552.1854839,55218.54839,563,552,214,31,0.025398893,0.107381201,0.106650402,0.071555141,31,42.7825713,53.03187823,65.73658439,90.721939,112.4559529,139.3967267,192.3790452,295.5956351,454.1907329,563,697.8764141,31,42.68887762,52.83845353,65.40116131,90.06136037,111.4740717,137.9778032,190.0037922,291.0938247,445.968019,552,683.2418178,31,38.42286126,44.33448914,51.15566262,63.4047396,73.16000545,84.41618768,104.6294022,139.3021296,185.4649161,214,246.9254075,0.787365679,1.086629945,1.346950994,1.669636465,2.30423681,2.8562567,3.540522528,4.886214758,7.50780187,11.53594177,14.29957669,17.72528828,0.787365679,1.084250229,1.342038221,1.66111709,2.287458844,2.831318005,3.504483443,4.825885962,7.393460869,11.32709394,14.02018886,17.35358573,0.787365679,0.975898137,1.12604694,1.299297194,1.610410189,1.858183141,2.144077707,2.657470977,3.538119865,4.710603536,5.435363074,6.271631973,26B.3.4,3,2.937254966,6.079072615,8.173617714,10.26816281,13.40998046,15.50452556,17.59907066,20.74088831,24.92997851,29.11906871,31.21361381,33.30815891,4138.939935,6880.693372,25458.82907,16135.46956,10226.44746,37356.68184,35346.37515,16467.30819,59285.51422,49777.63569,61516.97937,0.265772439,0.265772439,0.654171587,-0.228021337,-0.152014225,0.64776727,-0.027657974,-0.254606251,0.320246976,-0.043699799,0.105873712,1.05124492,1.747619938,6.46626072,4.098230627,2.597404435,9.488183599,8.977587958,4.182513966,15.05786424,12.64296836,15.62463169
42762,8,8,30,0.3,Movie-6435-Image Export-250merge.txt,26B.3.4,3,3071,31,12726,4,4242,42,552.1854839,55218.54839,563,552,214,31,0.009768805,0.107381201,0.106650402,0.071555141,31,42.7825713,53.03187823,65.73658439,90.721939,112.4559529,139.3967267,192.3790452,295.5956351,454.1907329,563,697.8764141,31,42.68887762,52.83845353,65.40116131,90.06136037,111.4740717,137.9778032,190.0037922,291.0938247,445.968019,552,683.2418178,31,38.42286126,44.33448914,51.15566262,63.4047396,73.16000545,84.41618768,104.6294022,139.3021296,185.4649161,214,246.9254075,0.302832953,0.417934594,0.518058075,0.642167871,0.886244927,1.098560269,1.361739434,1.879313368,2.887616104,4.43690068,5.499837187,6.817418568,0.302832953,0.417019319,0.516168546,0.638891188,0.879791863,1.088968463,1.347878247,1.856109985,2.843638796,4.356574591,5.392380332,6.674456052,0.302832953,0.375345437,0.433094977,0.49972969,0.619388534,0.714685823,0.824645272,1.022104222,1.360815333,1.811770591,2.090524259,2.412166143,26B.3.4,3,1.129713448,2.338104852,3.143699121,3.94929339,5.157684793,5.963279062,6.768873331,7.977264735,9.588453273,11.19964181,12.00523608,12.81083035,4138.939935,6880.693372,25458.82907,16135.46956,10226.44746,37356.68184,35346.37515,16467.30819,59285.51422,49777.63569,61516.97937,0.265772439,0.265772439,0.654171587,-0.228021337,-0.152014225,0.64776727,-0.027657974,-0.254606251,0.320246976,-0.043699799,0.105873712,0.404324969,0.672161515,2.487023354,1.576242549,0.999001706,3.649301384,3.452918445,1.608659218,5.791486248,4.862680139,6.009473726
42763,9,9,15,0.15,Movie-6435-Image Export-250merge.txt,26B.3.4,3,3071,31,12726,4,4242,42,552.1854839,55218.54839,563,552,214,31,0.004884402,0.107381201,0.106650402,0.071555141,31,42.7825713,53.03187823,65.73658439,90.721939,112.4559529,139.3967267,192.3790452,295.5956351,454.1907329,563,697.8764141,31,42.68887762,52.83845353,65.40116131,90.06136037,111.4740717,137.9778032,190.0037922,291.0938247,445.968019,552,683.2418178,31,38.42286126,44.33448914,51.15566262,63.4047396,73.16000545,84.41618768,104.6294022,139.3021296,185.4649161,214,246.9254075,0.151416477,0.208967297,0.259029037,0.321083936,0.443122463,0.549280135,0.680869717,0.939656684,1.443808052,2.21845034,2.749918593,3.408709284,0.151416477,0.20850966,0.258084273,0.319445594,0.439895931,0.544484232,0.673939124,0.928054993,1.421819398,2.178287296,2.696190166,3.337228026,0.151416477,0.187672719,0.216547488,0.249864845,0.309694267,0.357342912,0.412322636,0.511052111,0.680407666,0.905885295,1.04526213,1.206083072,26B.3.4,3,0.564856724,1.169052426,1.57184956,1.974646695,2.578842397,2.981639531,3.384436666,3.988632367,4.794226636,5.599820905,6.00261804,6.405415174,4138.939935,6880.693372,25458.82907,16135.46956,10226.44746,37356.68184,35346.37515,16467.30819,59285.51422,49777.63569,61516.97937,0.265772439,0.265772439,0.654171587,-0.228021337,-0.152014225,0.64776727,-0.027657974,-0.254606251,0.320246976,-0.043699799,0.105873712,0.202162485,0.336080757,1.243511677,0.788121274,0.499500853,1.824650692,1.726459223,0.804329609,2.895743124,2.431340069,3.004736863
42764,10,10,20,0.2,Movie-6435-Image Export-250merge.txt,26B.3.4,3,3071,31,12726,4,4242,42,552.1854839,55218.54839,563,552,214,31,0.006512537,0.107381201,0.106650402,0.071555141,31,42.7825713,53.03187823,65.73658439,90.721939,112.4559529,139.3967267,192.3790452,295.5956351,454.1907329,563,697.8764141,31,42.68887762,52.83845353,65.40116131,90.06136037,111.4740717,137.9778032,190.0037922,291.0938247,445.968019,552,683.2418178,31,38.42286126,44.33448914,51.15566262,63.4047396,73.16000545,84.41618768,104.6294022,139.3021296,185.4649161,214,246.9254075,0.201888636,0.278623063,0.34537205,0.428111914,0.590829951,0.732373513,0.907826289,1.252875579,1.925077402,2.957933787,3.666558124,4.544945712,0.201888636,0.278012879,0.344112364,0.425927459,0.586527909,0.725978976,0.898585498,1.237406657,1.895759197,2.904383061,3.594920221,4.449637368,0.201888636,0.250230292,0.288729985,0.333153127,0.412925689,0.476457216,0.549763515,0.681402815,0.907210222,1.20784706,1.393682839,1.608110762,26B.3.4,3,0.753142299,1.558736568,2.095799414,2.63286226,3.438456529,3.975519375,4.512582221,5.31817649,6.392302182,7.466427874,8.00349072,8.540553566,4138.939935,6880.693372,25458.82907,16135.46956,10226.44746,37356.68184,35346.37515,16467.30819,59285.51422,49777.63569,61516.97937,0.265772439,0.265772439,0.654171587,-0.228021337,-0.152014225,0.64776727,-0.027657974,-0.254606251,0.320246976,-0.043699799,0.105873712,0.269549979,0.448107676,1.658015569,1.050828366,0.666001137,2.432867589,2.30194563,1.072439478,3.860990832,3.241786759,4.006315817
42765,11,11,21,0.21,Movie-6435-Image Export-250merge.txt,26B.3.4,3,3071,31,12726,4,4242,42,552.1854839,55218.54839,563,552,214,31,0.006838163,0.107381201,0.106650402,0.071555141,31,42.7825713,53.03187823,65.73658439,90.721939,112.4559529,139.3967267,192.3790452,295.5956351,454.1907329,563,697.8764141,31,42.68887762,52.83845353,65.40116131,90.06136037,111.4740717,137.9778032,190.0037922,291.0938247,445.968019,552,683.2418178,31,38.42286126,44.33448914,51.15566262,63.4047396,73.16000545,84.41618768,104.6294022,139.3021296,185.4649161,214,246.9254075,0.211983067,0.292554216,0.362640652,0.44951751,0.620371449,0.768992188,0.953217604,1.315519358,2.021331273,3.105830476,3.849886031,4.772192998,0.211983067,0.291913523,0.361317982,0.447223832,0.615854304,0.762277924,0.943514773,1.29927699,1.990547157,3.049602214,3.774666232,4.672119236,0.211983067,0.262741806,0.303166484,0.349810783,0.433571974,0.500280076,0.57725169,0.715472955,0.952570733,1.268239413,1.463366981,1.6885163,26B.3.4,3,0.790799414,1.636673396,2.200589385,2.764505373,3.610379355,4.174295344,4.738211332,5.584085314,6.711917291,7.839749267,8.403665256,8.967581244,4138.939935,6880.693372,25458.82907,16135.46956,10226.44746,37356.68184,35346.37515,16467.30819,59285.51422,49777.63569,61516.97937,0.265772439,0.265772439,0.654171587,-0.228021337,-0.152014225,0.64776727,-0.027657974,-0.254606251,0.320246976,-0.043699799,0.105873712,0.283027478,0.47051306,1.740916348,1.103369784,0.699301194,2.554510969,2.417042912,1.126061452,4.054040373,3.403876097,4.206631608
42766,12,12,12,0.12,Movie-6435-Image Export-250merge.txt,26B.3.4,3,3071,31,12726,4,4242,42,552.1854839,55218.54839,563,552,214,31,0.003907522,0.107381201,0.106650402,0.071555141,31,42.7825713,53.03187823,65.73658439,90.721939,112.4559529,139.3967267,192.3790452,295.5956351,454.1907329,563,697.8764141,31,42.68887762,52.83845353,65.40116131,90.06136037,111.4740717,137.9778032,190.0037922,291.0938247,445.968019,552,683.2418178,31,38.42286126,44.33448914,51.15566262,63.4047396,73.16000545,84.41618768,104.6294022,139.3021296,185.4649161,214,246.9254075,0.121133181,0.167173838,0.20722323,0.256867148,0.354497971,0.439424108,0.544695774,0.751725347,1.155046441,1.774760272,2.199934875,2.726967427,0.121133181,0.166807728,0.206467419,0.255556475,0.351916745,0.435587385,0.539151299,0.742443994,1.137455518,1.742629837,2.156952133,2.669782421,0.121133181,0.150138175,0.173237991,0.199891876,0.247755414,0.285874329,0.329858109,0.408841689,0.544326133,0.724708236,0.836209704,0.964866457,26B.3.4,3,0.451885379,0.935241941,1.257479648,1.579717356,2.063073917,2.385311625,2.707549332,3.190905894,3.835381309,4.479856724,4.802094432,5.124332139,4138.939935,6880.693372,25458.82907,16135.46956,10226.44746,37356.68184,35346.37515,16467.30819,59285.51422,49777.63569,61516.97937,0.265772439,0.265772439,0.654171587,-0.228021337,-0.152014225,0.64776727,-0.027657974,-0.254606251,0.320246976,-0.043699799,0.105873712,0.161729988,0.268864606,0.994809342,0.63049702,0.399600682,1.459720554,1.381167378,0.643463687,2.316594499,1.945072056,2.40378949
42767,13,13,223,2.23,Movie-6435-Image Export-250merge.txt,26B.3.4,3,3071,31,12726,4,4242,42,552.1854839,55218.54839,563,552,214,31,0.072614783,0.107381201,0.106650402,0.071555141,31,42.7825713,53.03187823,65.73658439,90.721939,112.4559529,139.3967267,192.3790452,295.5956351,454.1907329,563,697.8764141,31,42.68887762,52.83845353,65.40116131,90.06136037,111.4740717,137.9778032,190.0037922,291.0938247,445.968019,552,683.2418178,31,38.42286126,44.33448914,51.15566262,63.4047396,73.16000545,84.41618768,104.6294022,139.3021296,185.4649161,214,246.9254075,2.251058287,3.106647151,3.850898354,4.773447841,6.587753956,8.165964667,10.12226312,13.96956271,21.46461304,32.98096172,40.88212309,50.67614469,2.251058287,3.099843605,3.836852861,4.749091166,6.539786182,8.094665578,10.0192283,13.79708423,21.13771505,32.38387113,40.08336047,49.61345665,2.251058287,2.790067751,3.219339329,3.714657364,4.604121436,5.312497954,6.129863188,7.597641383,10.11539397,13.46749472,15.53956366,17.930435,26B.3.4,3,8.397536633,17.37991273,23.36816346,29.3564142,38.3387903,44.32704103,50.31529176,59.29766786,71.27416933,83.25067079,89.23892152,95.22717226,4138.939935,6880.693372,25458.82907,16135.46956,10226.44746,37356.68184,35346.37515,16467.30819,59285.51422,49777.63569,61516.97937,0.265772439,0.265772439,0.654171587,-0.228021337,-0.152014225,0.64776727,-0.027657974,-0.254606251,0.320246976,-0.043699799,0.105873712,3.005482271,4.996400593,18.4868736,11.71673628,7.425912679,27.12647362,25.66669378,11.95770019,43.05004777,36.14592236,44.67042136
42768,14,14,54,0.54,Movie-6435-Image Export-250merge.txt,26B.3.4,3,3071,31,12726,4,4242,42,552.1854839,55218.54839,563,552,214,31,0.017583849,0.107381201,0.106650402,0.071555141,31,42.7825713,53.03187823,65.73658439,90.721939,112.4559529,139.3967267,192.3790452,295.5956351,454.1907329,563,697.8764141,31,42.68887762,52.83845353,65.40116131,90.06136037,111.4740717,137.9778032,190.0037922,291.0938247,445.968019,552,683.2418178,31,38.42286126,44.33448914,51.15566262,63.4047396,73.16000545,84.41618768,104.6294022,139.3021296,185.4649161,214,246.9254075,0.545099316,0.75228227,0.932504534,1.155902168,1.595240868,1.977408484,2.451130981,3.382764063,5.197708987,7.986421224,9.899706936,12.27135342,0.545099316,0.750634774,0.929103383,1.150004139,1.583625353,1.960143234,2.426180845,3.340997974,5.118549833,7.841834264,9.706284598,12.01402089,0.545099316,0.675621787,0.779570959,0.899513442,1.114899361,1.286434482,1.48436149,1.839787599,2.449467599,3.261187063,3.762943667,4.341899058,26B.3.4,3,2.033484207,4.208588733,5.658658417,7.108728102,9.283832628,10.73390231,12.183972,14.35907652,17.25921589,20.15935526,21.60942494,23.05949463,4138.939935,6880.693372,25458.82907,16135.46956,10226.44746,37356.68184,35346.37515,16467.30819,59285.51422,49777.63569,61516.97937,0.265772439,0.265772439,0.654171587,-0.228021337,-0.152014225,0.64776727,-0.027657974,-0.254606251,0.320246976,-0.043699799,0.105873712,0.727784945,1.209890727,4.476642037,2.837236588,1.79820307,6.568742491,6.215253201,2.895586592,10.42467525,8.75282425,10.81705271
