"","sample.name","start.day","end.day","new.cells","did.it.migrate","asymp","midp","sca","sample","start.sum","model.start.sum","model.end.sum","pop.growth","perc.clust","tsqrt","tsqrtnorm","cells","asymptote","midpoint","scale","Subsample"
"1","26B.1.4",32,33,1.12834540824101,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00124519678821273,1.01520853023322,0.00172049607463604,1.12965414565667,909.0273,13.3691,3.2372,3
"2","26B.1.4",32,33,1.22051497560727,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00134691143021613,1.02522193397504,0.00173746600871214,1.2218366216183,909.0273,13.3691,3.2372,3
"3","26B.1.4",32,33,3.62571441299708,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.0040011931710509,1.17469250860295,0.0019907770568983,3.6272287462519,909.0273,13.3691,3.2372,3
"4","26B.1.4",32,33,2.27794244335794,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00251384602045272,1.10839062385512,0.00187841380437184,2.27937130475677,909.0273,13.3691,3.2372,3
"5","26B.1.4",32,33,1.53774738156305,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00169699640431013,1.05526278982485,0.00178837690339938,1.5391077541912,909.0273,13.3691,3.2372,3
"6","26B.1.4",32,33,2.4177643290897,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00266814785193395,1.11667487766804,0.00189245331028807,2.41920386998204,909.0273,13.3691,3.2372,3
"7","26B.1.4",32,33,1.24533548997651,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00137430235550252,1.02780516456266,0.00174184386602275,1.24666046611177,909.0273,13.3691,3.2372,3
"8","26B.1.4",32,33,0.0699594477345174,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,7.72044437704223e-05,0.717143054351141,0.00121535800106033,0.0708839395208444,909.0273,13.3691,3.2372,3
"9","26B.1.4",32,33,0.406284178724173,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.0004483589428858,0.893518890847902,0.0015142659843134,0.407436042178061,909.0273,13.3691,3.2372,3
"10","26B.1.4",32,33,1.26434511725673,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00139528061859605,1.02975332861937,0.00174514546220964,1.26567260483187,909.0273,13.3691,3.2372,3
"11","26B.1.4",32,33,0.0650327273515657,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,7.17675125324629e-05,0.710626659110218,0.00120431452368705,0.0659488186467493,909.0273,13.3691,3.2372,3
"12","26B.1.4",32,33,1.31437872142622,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00145049569968694,1.03476103122133,0.00175363212520846,1.31571266458913,909.0273,13.3691,3.2372,3
"13","26B.1.4",32,33,3.80431364953169,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00419828813336109,1.18177429530331,0.00200277871552953,3.80583711214166,909.0273,13.3691,3.2372,3
"14","26B.1.4",32,33,1.76061833449427,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00194294785920061,1.07326792996976,0.00181889060774688,1.76200191811788,909.0273,13.3691,3.2372,3
"15","26B.1.4",32,33,0.560247793099762,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.000618267019545565,0.93013828235821,0.00157632566710051,0.561446863769095,909.0273,13.3691,3.2372,3
"16","26B.1.4",32,33,1.33491000402236,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00147315320062581,1.03676779541022,0.00175703303231955,1.33624653416843,909.0273,13.3691,3.2372,3
"17","26B.1.4",32,33,1.34109502456081,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00147997874150474,1.03736703704505,0.00175804858020924,1.34243232720822,909.0273,13.3691,3.2372,3
"18","26B.1.4",32,33,1.09786658427747,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00121156157914402,1.01173947653565,0.00171461699354913,1.09917084962632,909.0273,13.3691,3.2372,3
"19","26B.1.4",32,33,1.99412622588153,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.00220063781322898,1.09010688007449,0.00184742794435647,1.99553151712814,909.0273,13.3691,3.2372,3
"20","26B.1.4",32,33,1.29284114701864,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.0014267276954195,1.03262621396808,0.00175001420377173,1.29417233812112,909.0273,13.3691,3.2372,3
