"","sample.name","start.day","end.day","new.cells","did.it.migrate","asymp","midp","sca","sample","start.sum","model.start.sum","model.end.sum","pop.growth","perc.clust","tsqrt","tsqrtnorm","cells","asymptote","midpoint","scale","Subsample"
"1","26B.1.4",32,33,102.627517899884,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.113255617240819,6.70911853195742,0.111595796087244,102.712405971367,909.0273,13.3691,3.2372,1
"2","26B.1.4",32,33,91.34943137982,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.100809572785459,6.54456932946511,0.108858774948001,91.4322374692367,909.0273,13.3691,3.2372,1
"3","26B.1.4",32,33,102.627517899884,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.113255617240819,6.70911853195742,0.111595796087244,102.712405971367,909.0273,13.3691,3.2372,1
"4","26B.1.4",32,33,102.627517899884,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.113255617240819,6.70911853195742,0.111595796087244,102.712405971367,909.0273,13.3691,3.2372,1
"5","26B.1.4",32,33,91.34943137982,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.100809572785459,6.54456932946511,0.108858774948001,91.4322374692367,909.0273,13.3691,3.2372,1
"6","26B.1.4",32,33,99.497255321685,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.109801184865619,6.6652969045021,0.110866891182908,99.5815889338263,909.0273,13.3691,3.2372,1
"7","26B.1.4",32,33,105.435507033973,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.116354401554175,6.74732706723144,0.112231335896374,105.520878544355,909.0273,13.3691,3.2372,1
"8","26B.1.4",32,33,108.016606070835,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.119202799046011,6.78157749250521,0.11280103867574,108.102410939568,909.0273,13.3691,3.2372,1
"9","26B.1.4",32,33,102.627517899884,"No",909.0273,13.3691,3.2372,"26B.1.4",906.158302785668,906.158302785668,906.918977241688,0.760674456020752,0.113255617240819,6.70911853195742,0.111595796087244,102.712405971367,909.0273,13.3691,3.2372,1
"10","26B.10.4",32,33,69.6388929236365,"No",1028.765,14.221,7.089,"26B.10.4",951.297625062503,951.297625062502,960.816521303471,9.51889624096827,0.0732041067789495,6.1626711376004,0.0718762617186382,70.3230756011249,1028.765,14.221,7.089,1
"11","26B.10.4",32,33,62.1230411068054,"No",1028.765,14.221,7.089,"26B.10.4",951.297625062503,951.297625062502,960.816521303471,9.51889624096827,0.0653034754530411,6.00277094342516,0.0700113190746477,62.7894715887703,1028.765,14.221,7.089,1
"12","26B.10.4",32,33,69.6388929236365,"No",1028.765,14.221,7.089,"26B.10.4",951.297625062503,951.297625062502,960.816521303471,9.51889624096827,0.0732041067789495,6.1626711376004,0.0718762617186382,70.3230756011249,1028.765,14.221,7.089,1
"13","26B.10.4",32,33,62.1230411068054,"No",1028.765,14.221,7.089,"26B.10.4",951.297625062503,951.297625062502,960.816521303471,9.51889624096827,0.0653034754530411,6.00277094342516,0.0700113190746477,62.7894715887703,1028.765,14.221,7.089,1
"14","26B.10.4",32,33,72.6924838792705,"No",1028.765,14.221,7.089,"26B.10.4",951.297625062503,951.297625062502,960.816521303471,9.51889624096827,0.0764140285481049,6.22289117035622,0.0725786180083732,73.3833522134051,1028.765,14.221,7.089,1
"15","26B.10.4",32,33,69.6388929236365,"No",1028.765,14.221,7.089,"26B.10.4",951.297625062503,951.297625062502,960.816521303471,9.51889624096827,0.0732041067789495,6.1626711376004,0.0718762617186382,70.3230756011249,1028.765,14.221,7.089,1
"16","26B.10.4",32,33,66.1858981244203,"No",1028.765,14.221,7.089,"26B.10.4",951.297625062503,951.297625062502,960.816521303471,9.51889624096827,0.0695743333954731,6.09140149381984,0.0710450319718956,66.8621684121971,1028.765,14.221,7.089,1
"17","26B.10.4",32,33,57.0070632511532,"No",1028.765,14.221,7.089,"26B.10.4",951.297625062503,951.297625062502,960.816521303471,9.51889624096827,0.0599255813840676,5.88281575287878,0.0686122616727987,57.6601762508747,1028.765,14.221,7.089,1
"18","26B.10.4",32,33,72.6924838792705,"No",1028.765,14.221,7.089,"26B.10.4",951.297625062503,951.297625062502,960.816521303471,9.51889624096827,0.0764140285481049,6.22289117035622,0.0725786180083732,73.3833522134051,1028.765,14.221,7.089,1
"19","26B.10.4",32,33,62.1230411068054,"No",1028.765,14.221,7.089,"26B.10.4",951.297625062503,951.297625062502,960.816521303471,9.51889624096827,0.0653034754530411,6.00277094342516,0.0700113190746477,62.7894715887703,1028.765,14.221,7.089,1
"20","26B.10.4",32,33,72.6924838792705,"No",1028.765,14.221,7.089,"26B.10.4",951.297625062503,951.297625062502,960.816521303471,9.51889624096827,0.0764140285481049,6.22289117035622,0.0725786180083732,73.3833522134051,1028.765,14.221,7.089,1
"21","26B.10.4",32,33,69.6388929236365,"No",1028.765,14.221,7.089,"26B.10.4",951.297625062503,951.297625062502,960.816521303471,9.51889624096827,0.0732041067789495,6.1626711376004,0.0718762617186382,70.3230756011249,1028.765,14.221,7.089,1
