"","sample.name","start.day","end.day","new.cells","did.it.migrate","asymp","midp","sca","sample","start.sum","model.start.sum","model.end.sum","pop.growth","perc.clust","cells","asymptote","midpoint","scale","Subsample"
"1","26B.1.4",17,18,1.52884549717379,"No",909.0273,13.3691,3.2372,"26B.1.4",685.668941319067,685.668941319067,733.569867385183,47.9009260661155,0.0022297137948711,1.6356508528105,909.0273,13.3691,3.2372,3
"2","26B.1.4",17,18,4.82563604274668,"No",909.0273,13.3691,3.2372,"26B.1.4",685.668941319067,685.668941319067,733.569867385183,47.9009260661155,0.00703785128937484,5.16275563702334,909.0273,13.3691,3.2372,3
"3","26B.1.4",17,18,1.25803472663694,"No",909.0273,13.3691,3.2372,"26B.1.4",685.668941319067,685.668941319067,733.569867385183,47.9009260661155,0.0018347553036554,1.34592120478675,909.0273,13.3691,3.2372,3
"4","26B.1.4",17,18,4.53266597538401,"No",909.0273,13.3691,3.2372,"26B.1.4",685.668941319067,685.668941319067,733.569867385183,47.9009260661155,0.00661057501986924,4.84931864066528,909.0273,13.3691,3.2372,3
"5","26B.1.4",17,18,2.24458372668277,"No",909.0273,13.3691,3.2372,"26B.1.4",685.668941319067,685.668941319067,733.569867385183,47.9009260661155,0.00327356774008855,2.40139065297317,909.0273,13.3691,3.2372,3
"6","26B.1.4",17,18,4.7394932489632,"No",909.0273,13.3691,3.2372,"26B.1.4",685.668941319067,685.668941319067,733.569867385183,47.9009260661155,0.00691221807399577,5.07059489587854,909.0273,13.3691,3.2372,3
"7","26B.1.4",17,18,1.79542378897858,"No",909.0273,13.3691,3.2372,"26B.1.4",685.668941319067,685.668941319067,733.569867385183,47.9009260661155,0.00261849951308076,1.92085234055882,909.0273,13.3691,3.2372,3
"8","26B.1.4",17,18,3.44279934126616,"No",909.0273,13.3691,3.2372,"26B.1.4",685.668941319067,685.668941319067,733.569867385183,47.9009260661155,0.00502108106959463,3.68331377435278,909.0273,13.3691,3.2372,3
"9","26B.1.4",17,18,1.65356248835826,"No",909.0273,13.3691,3.2372,"26B.1.4",685.668941319067,685.668941319067,733.569867385183,47.9009260661155,0.00241160476829707,1.76908059006515,909.0273,13.3691,3.2372,3
"10","26B.1.4",17,18,1.52311319376139,"No",909.0273,13.3691,3.2372,"26B.1.4",685.668941319067,685.668941319067,733.569867385183,47.9009260661155,0.00222135363289356,1.62951808989732,909.0273,13.3691,3.2372,3
"11","26B.1.4",17,18,1.49308283263329,"No",909.0273,13.3691,3.2372,"26B.1.4",685.668941319067,685.668941319067,733.569867385183,47.9009260661155,0.00217755646006213,1.59738980363152,909.0273,13.3691,3.2372,3
"12","26B.1.4",17,18,29.7343826790492,"No",909.0273,13.3691,3.2372,"26B.1.4",685.668941319067,685.668941319067,733.569867385183,47.9009260661155,0.0433655090485027,31.811630721801,909.0273,13.3691,3.2372,3
"13","26B.1.4",17,18,1.44452399258735,"Yes",909.0273,13.3691,3.2372,"26B.1.4",685.668941319067,685.668941319067,733.569867385183,47.9009260661155,0.00210673680188637,1.54543863637527,909.0273,13.3691,3.2372,3
"14","26B.1.4",17,18,1.51290459940054,"Yes",909.0273,13.3691,3.2372,"26B.1.4",685.668941319067,685.668941319067,733.569867385183,47.9009260661155,0.002206465114914,1.6185963217375,909.0273,13.3691,3.2372,3
"15","26B.1.4",17,18,2.18371786225012,"No",909.0273,13.3691,3.2372,"26B.1.4",685.668941319067,685.668941319067,733.569867385183,47.9009260661155,0.00318479915110222,2.3362726909225,909.0273,13.3691,3.2372,3
"16","26B.1.4",17,18,9.65407846965041,"No",909.0273,13.3691,3.2372,"26B.1.4",685.668941319067,685.668941319067,733.569867385183,47.9009260661155,0.0140797954929652,10.328513712585,909.0273,13.3691,3.2372,3
"17","26B.1.4",17,18,5.01359414322885,"No",909.0273,13.3691,3.2372,"26B.1.4",685.668941319067,685.668941319067,733.569867385183,47.9009260661155,0.00731197497962189,5.363844516125,909.0273,13.3691,3.2372,3
"18","26B.1.4",17,18,1.93794948915031,"No",909.0273,13.3691,3.2372,"26B.1.4",685.668941319067,685.668941319067,733.569867385183,47.9009260661155,0.00282636323795292,2.07333490564748,909.0273,13.3691,3.2372,3
"19","26B.1.4",17,18,2.83209661589865,"No",909.0273,13.3691,3.2372,"26B.1.4",685.668941319067,685.668941319067,733.569867385183,47.9009260661155,0.00413041403107797,3.02994727302376,909.0273,13.3691,3.2372,3
"20","26B.1.4",17,18,2.02705592912879,"No",909.0273,13.3691,3.2372,"26B.1.4",685.668941319067,685.668941319067,733.569867385183,47.9009260661155,0.00295631872318616,2.168666333716,909.0273,13.3691,3.2372,3
"21","26B.1.4",17,18,1.79160864986642,"No",909.0273,13.3691,3.2372,"26B.1.4",685.668941319067,685.668941319067,733.569867385183,47.9009260661155,0.00261293540060277,1.91677067530623,909.0273,13.3691,3.2372,3
"22","26B.1.4",17,18,2.11303852389306,"No",909.0273,13.3691,3.2372,"26B.1.4",685.668941319067,685.668941319067,733.569867385183,47.9009260661155,0.00308171829954565,2.26065568431619,909.0273,13.3691,3.2372,3
"23","26B.1.4",17,18,3.16127590239425,"No",909.0273,13.3691,3.2372,"26B.1.4",685.668941319067,685.668941319067,733.569867385183,47.9009260661155,0.00461049890390644,3.38212306951818,909.0273,13.3691,3.2372,3
"24","26B.1.4",17,18,1.87264729338243,"No",909.0273,13.3691,3.2372,"26B.1.4",685.668941319067,685.668941319067,733.569867385183,47.9009260661155,0.0027311245712543,2.00347068954743,909.0273,13.3691,3.2372,3
